Condition,Durationinseconds,RecordedDate,Q4_ProductText,Q5_Initial_Urge,Q6_Initial_Intent,Q8_Browser,Q8_Version,Q8_OperatingSystem,Q8_Resolution,Q11_3_SqTable1,Q11_4_SqTable1,Q11_5_SqTable1,Q11_6_SqTable1,Q11_7_SqTable1,Q11_8_SqTable1,Q11_9_SqTable1,Q11_10_SqTable1,Q11_11_SqTable1,Q11_12_SqTable1,Q11_13_SqTable1,Q11_14_SqTable1,Q11_15_SqTable1,Q11_16_SqTable1,Q11_17_SqTable1,Q12_PageSubmit,Q15_3_SqTable2,Q15_4_SqTable2,Q15_5_SqTable2,Q15_6_SqTable2,Q15_7_SqTable2,Q15_8_SqTable2,Q15_9_SqTable2,Q15_10_SqTable2,Q15_11_SqTable2,Q15_12_SqTable2,Q15_13_SqTable2,Q15_14_SqTable2,Q15_15_SqTable2,Q15_16_SqTable2,Q15_17_SqTable2,Q16_PageSubmit,Q17_Grp2_PostUrge,Q18_Grp2_PostIntent,Q24_Grp1_PostUrge,Q25_Grp1_PostIntent,Q27_PlanningToBuy,IBT_1,IBT_2,IBT_3,IBT_4,IBT_5,MotivationLevel,SelfEfficacy,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,Gender,GenderTEXT,Age,Income,Race_White,Race_Hispanic,Race_Black,Race_NativeAmerican,Race_Asian,Race_PacificIslander,Race_Other,Race_Other_Text,Employment_FullTime,Employment_PartTime,Employment_OutLooking,Employment_OutNotLooking,Employment_StayHomeParent,Employment_Student,Employment_Military,Employment_Retired,Employment_UnableWork,MaritialStatus,Education,Q78_ReflectionDifficultyFor,Q79ReflectionDifficultyAgainst,Q108_DifficultyCounting,Q109_WasDistracted,Prod_Page_Number,Screener_Duration_sec,Screener_RecordedDate,Screener_Freq_ImpulseBuying,IBT5_NEW,IB_SCALE,NFC3_NEW,NFC_SCALE,DV_Urge,DV_Intent,ReflectionCondition,DistractionCondition,CHAR_Reflect_For_1,CHAR_Reflect_For_2,CHAR_Reflect_For_3,CHAR_Reflect_For_4,CHAR_Reflect_For_5,Total_Chars_ForBuying,CHAR_Reflect_Against_1,CHAR_Reflect_Against_2,CHAR_Reflect_Against_3,CHAR_Reflect_Against_4,CHAR_Reflect_Against_5,Total_Chars_AgainstBuying,Reflection_TotalCharacters,DV_POST_INDEX,DV_PRE_INDEX,NumberCorrect_Table1,NumberCorrect_Table2,NumberCorrect_TOTAL,TimeSpent_Distraction,ReflectionDiff_Urge,ReflectionDiff_Intent,DistractionDiff_Intent,DistractionDiff_Urge,NCFxReflection,AverageDifficulty_Reflection,InterventionDifficulty,InterventionTimeSpent,Male,IBTxReflection,IBTxDistraction,NCFxDistraction,UrgeIntent_DIFF,PerfectCountingScore_YN,filter_$
1,880,11/20/19 14:02,Product # 180: OMEM Multi Color Aquarium Set Moss Ball Terrarium Gravel Doll Boat Workbench Decoration Turtles,4,5,Safari iPad,10,iPad,768x1024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,0,4,4,6,6,3,4,5,4,4,4,5,5,2, ,72,4,1,0,0,0,0,0,0, , ,1, , , , , , , ,5,7,5,5, , ,5,119,11/18/19 14:26,2,5,25,2,20,4,3,1,0,50,46,65,35,16,212,18,56,11,32,30,147,359,3.5,4.5,0,0,0, ,0,2, , ,20,5,5,271.517,0,25,0,0,1,0,1
1,538,11/20/19 10:02,"""Product # 177: BAGAIL 4 Set Packing Cubes,Travel Luggage Packing Organizers with Laundry Bag""",3,4,Chrome,78.0.3904.108,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,0,2,2,1,5,5,2,5,4,1,4,4,4,2, ,41,5,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,7,2,4, , ,5,63,11/18/19 14:30,2,3,13,2,15,2,3,1,0,28,17,61,35,54,195,44,91,50,43,63,291,486,2.5,3.5,0,0,0, ,1,1, , ,15,3,3,157.925,0,13,0,0,1,0,1
1,389,11/19/19 14:18,Product # 16: Kyerivs Dog Christmas Costume Dog Santa Claus Costume,7,7,Chrome,78.0.3904.97,Windows NT 10.0,1536x864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,0,6,6,6,6,2,7,1,2,2,4,2,2,2, ,38,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,7,5,1, , ,1,44,11/18/19 14:47,4,6,30,2,10,6,6,1,0,11,13,20,20,11,75,44,27,29,34,39,173,248,6,7,0,0,0, ,1,1, , ,10,3,3,130.88,0,30,0,0,1,0,1
1,302,11/19/19 14:17,Product # 8: I survived another meeting - 11OZ ceramic coffee mugs (2 pack),3,2,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,0,2,2,1,2,6,7,7,4,3,4,3,2,2, ,50,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,3,6,5,5, , ,1,29,11/18/19 14:40,2,2,9,2,14,2,1,1,0,10,22,6,23,22,83,33,26,34,46,23,162,245,1.5,2.5,0,0,0, ,1,1, , ,14,5,5,81.42,0,9,0,0,1,0,1
1,4567,11/20/19 15:48,Product # 95: Cute Cat Thermos Stainless Steel Mini Cartoon Water Bottle Travel Coffee Mug,3,2,Chrome,71.0.3578.99,Android 9,360x740, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,0,2,2,1,3,4,4,7,4,3,4,4,5,2, ,22,5,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,6,2,3, , ,3,81,11/18/19 14:29,2,4,12,2,18,2,1,1,0,9,10,11,23,24,77,20,35,31,22,35,143,220,1.5,2.5,0,0,0, ,1,1, , ,18,2.5,2.5,173.794,0,12,0,0,1,0,1
1,415,11/20/19 10:22,Product # 193: Spaghetti Monster Colander Strainer by OTOTO,3,3,Chrome,78.0.3904.97,Windows NT 10.0,1536x864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,0,3,2,1,3,3,4,6,4,3,2,5,4,2, ,24,4,1,0,0,0,0,0,0, , , , , , ,1, , , ,2,6,5,5, , ,5,23,11/18/19 14:41,2,5,14,4,20,2,2,1,0,14,22,5,19,27,87,20,25,23,5,22,95,182,2,3,0,0,0, ,1,1, , ,20,5,5,59.465,0,14,0,0,1,0,1
1,703,11/20/19 10:25,Product # 93: bouti1583 Neck Pillow Realistic Simulation Large Shrimp,6,6,Chrome,78.0.3904.92,CrOS x86_64 12499.51.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,7,7,6,7,1,4,4,4,4,2,4,4,2, ,63,4,1,0,0,0,0,0,0, , ,1, , , , , , , ,1,6,3,2, , ,3,82,11/18/19 14:50,3,7,34,4,20,5,5,1,0,28,14,4,14,7,67,7,5,4,15,9,40,107,5,6,0,0,0, ,1,1, , ,20,2.5,2.5,168.93,0,34,0,0,1,0,1
1,268,11/20/19 9:59,Product # 1: Nessie Ladle Turquoise by OTOTO,4,2,Safari iPhone,13.0.1,iPhone,375x667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,0,4,4,3,5,4,5,5,4,4,2,5,4,2, ,41,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,7,4,3, , ,1,25,11/18/19 14:41,3,4,20,4,21,2,2,1,0,4,11,9,16,25,65,17,29,7,11,18,82,147,2,3,0,0,0, ,2,0, , ,21,3.5,3.5,58.568,0,20,0,0,1,0,1
1,532,11/20/19 14:09,Product # 1: Nessie Ladle Turquoise by OTOTO,5,3,Chrome,78.0.3904.97,Windows NT 6.1,1600x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,0,4,4,3,5,6,5,6,1,1,4,2,3,2, ,38,2,1,0,0,0,0,0,0, , , ,1, , , , , , ,6,6,4,3, , ,1,27,11/18/19 14:34,2,2,18,2,9,4,2,1,0,10,21,72,41,38,182,35,26,62,89,46,258,440,3,4,0,0,0, ,1,1, , ,9,3.5,3.5,224.037,0,18,0,0,1,0,1
1,1502,11/20/19 15:15,"""Product # 29: Learning Resources Hide-N-Go Moo, Sensory Awareness Farm Animal Toy, 9 Pieces, Ages 2+""",7,7,Firefox,70,Macintosh,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,0,5,5,5,7,3,5,2,2,2,4,2,4,2, ,45,4,1,0,0,0,0,0,0, , , , , ,1, , , , ,1,7,5,2, , ,1,190,11/18/19 14:42,3,5,27,2,12,6,6,1,0,55,48,26,170,75,374,63,65,103,35,64,330,704,6,7,0,0,0, ,1,1, , ,12,3.5,3.5,473.56,0,27,0,0,1,0,1
1,1337,11/20/19 14:22,Product # 8: I survived another meeting - 11OZ ceramic coffee mugs (2 pack),6,6,Chrome,78.0.3904.96,Android 5.1.1,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,3,3,1,4,4,4,6,1,1,4,2,2,2, ,55,1,1,0,0,0,0,0,0, , ,1, , , , , , , ,3,3,5,5, , ,1,143,11/18/19 14:43,2,4,15,2,8,5,5,1,0,11,21,17,28,42,119,26,36,50,27,36,175,294,5,6,0,0,0, ,1,1, , ,8,5,5,337.859,0,15,0,0,1,0,1
1,640,11/20/19 9:57,Product # 95: Cute Cat Thermos Stainless Steel Mini Cartoon Water Bottle Travel Coffee Mug,7,7,Firefox,69,Windows NT 10.0,1024x819, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,0,3,2,2,1,5,4,6,2,2,4,4,5,2, ,27,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,3,5,4, , ,3,38,11/18/19 14:47,2,3,11,2,15,6,6,1,0,17,27,23,54,29,150,30,46,30,67,33,206,356,6,7,0,0,0, ,1,1, , ,15,4.5,4.5,227.774,0,11,0,0,1,0,1
1,854,11/19/19 14:25,"""Product # 122: Empower Weighted Vest for Women, Weight Vest for Running, Workout, Cardio""",5,5,Edge,18.18362,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,4,4,5,7,5,6,5,1,1,5,2,1,2, ,70,1,1,0,0,0,0,0,0, , , , , , , , ,1, ,3,3,5,3, , ,4,119,11/18/19 14:42,2,3,23,1,6,4,4,1,0,5,7,6,7,3,28,16,30,23,19,42,130,158,4,5,0,0,0, ,1,1, , ,6,4,4,152.794,0,23,0,0,1,0,1
1,455,11/19/19 14:22,"""Product # 200: Lenovo Laptop Backpack B210, 15.6-Inch Laptop and Tablet, Durable, Water-Repellent, Lightweight""",5,5,Chrome,78.0.3904.97,Macintosh,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,4,4,2,5,6,6,6,3,4,4,4,3,2, ,29,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,6,4,4, , ,5,28,11/18/19 14:40,2,2,17,2,16,4,4,1,0,43,49,29,34,45,200,32,47,78,44,51,252,452,4,5,0,0,0, ,1,1, , ,16,4,4,128.741,0,17,0,0,1,0,1
1,483,11/19/19 14:22,Product # 106: Original Travel Journal â Scratch Off World Map Diary,3,1,Chrome,78.0.3904.108,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,1,1,1,1,7,7,7,2,5,4,2,2,2, ,42,4,1,0,0,0,0,0,0, , ,1, , , , , , , ,1,6,2,5, , ,3,64,11/18/19 14:25,2,1,5,2,13,1,1,1,0,21,30,47,17,7,122,31,55,7,36,15,144,266,1,2,0,0,0, ,2,0, , ,13,3.5,3.5,72.243,0,5,0,0,1,0,1
1,538,11/19/19 14:24,Product # 45: Bob Ross Heat Changing Mug - Add Coffee or Tea and a Happy Little Scene Appears,5,6,Chrome,78.0.3904.92,CrOS x86_64 12499.51.0,1024x576, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,4,4,6,6,2,6,5,4,4,2,4,5,2, ,34,4,0,1,0,0,0,0,0, ,1, , , , , , , , ,1,5,5,4, , ,2,32,11/18/19 14:42,2,6,26,4,21,4,4,1,0,15,12,11,30,26,94,36,43,34,39,72,224,318,4,5.5,0,0,0, ,1,2, , ,21,4.5,4.5,119.79,0,26,0,0,1.5,0,1
1,971,11/20/19 14:15,"""Product # 59: TheraFlow Dual Foot Massager Roller (Large). Relieve Plantar Fasciitis, Stress, Heel, Arch Pain""",3,2,Chrome,78.0.3904.97,Macintosh,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,2,1,2,4,4,6,6,2,3,2,3,3,2, ,65,4,0,0,0,0,0,0,1, , , , , ,1, , , , ,1,3,2,2, , ,2,56,11/18/19 14:29,2,4,13,4,15,1,1,1,0,11,11,5,13,27,67,27,33,19,9,28,116,183,1,2.5,0,0,0, ,2,1, , ,15,2,2,271.426,0,13,0,0,1.5,0,1
1,1033,11/19/19 14:36,Product # 7: WoneNice Camping Hammock - Portable Lightweight Double Nylon Hammock,6,5,Chrome,77.0.3865.90,Macintosh,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,5,4,2,3,5,6,6,2,2,4,2,4,2, ,29,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,6,4,2, , ,1,24,11/18/19 14:33,2,3,17,2,12,4,4,1,0,21,24,21,17,15,98,18,28,30,35,14,125,223,4,5.5,0,0,0, ,2,1, , ,12,3,3,482.623,0,17,0,0,1.5,0,1
1,750,11/19/19 12:09,"""Product # 152: Succulent Planters with Tray 2.75 Inch - Set of 6, Small Cute Ceramic Cactus Pots with Bamboo Tray Decor""",6,4,Chrome,76.0.3809.132,Macintosh,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,0,5,6,3,5,6,6,6,3,2,4,4,3,2, ,23,1,0,1,0,0,0,0,0, ,1, , , , , , , , ,6,6,5,4, , ,4,45,11/18/19 14:35,3,2,21,2,14,4,3,1,0,8,34,13,20,15,90,22,23,17,19,25,106,196,3.5,5,0,0,0, ,2,1, , ,14,4.5,4.5,116.686,0,21,0,0,1.5,0,1
1,431,11/20/19 13:43,Product # 42: StarPack Premium 3 Piece Mini White Ceramic Succulent Planter Pot Set,5,5,Chrome,78.0.3904.108,Windows NT 10.0,1600x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,0,5,5,3,5,4,5,7,3,2,4,3,5,2, ,23,3,1,0,0,0,0,0,0, , ,1, , , , , , , ,6,6,5,4, , ,2,36,11/18/19 14:32,2,4,22,2,15,4,3,1,0,9,47,67,27,28,178,52,66,48,57,27,250,428,3.5,5,0,0,0, ,1,2, , ,15,4.5,4.5,128.664,0,22,0,0,1.5,0,1
1,406,11/20/19 10:12,Product # 31: Dreamingbox Star Night Light Lamps 360-Degree Rotating Best Gifts for Kids,4,5,Chrome,78.0.3904.108,Android 10,412x846, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,0,4,3,3,4,5,4,6,2,3,4,2,4,2, ,50,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6,2,3, , ,1,64,11/18/19 14:50,4,3,17,2,13,3,3,1,0,30,10,33,8,15,96,29,10,15,18,20,92,188,3,4.5,0,0,0, ,1,2, , ,13,2.5,2.5,134.881,0,17,0,0,1.5,0,1
1,895,11/21/19 9:04,"""Product # 33: Cervical Spine Alignment Chiropractic Traction Device, Neck and Head Pain Relief""",4,4,Chrome iPhone,78.0.3904.84,iPhone,414x896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,0,6,7,3,4,4,6,4,3,2,2,5,5,2, ,48,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,7,3,3, , ,1,36,11/18/19 14:27,3,4,24,4,19,2,2,1,0,9,10,23,32,25,99,11,21,50,16,22,120,219,2,4,0,0,0, ,2,2, , ,19,3,3,370.141,0,24,0,0,2,0,1
1,416,11/20/19 10:27,Product # 120: YETI Rambler Stainless Steel Vacuum Insulated Tumbler with Lid,6,7,Chrome,78.0.3904.108,Windows NT 6.1,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,0,6,5,7,6,1,6,5,5,4,1,5,5,2, ,26,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,7,5,1, , ,3,29,11/18/19 14:24,3,7,31,5,24,5,4,1,0,16,15,34,16,27,108,8,9,26,38,45,126,234,4.5,6.5,0,0,0, ,1,3, , ,24,3,3,223.21,0,31,0,0,2,0,1
1,406,11/19/19 14:20,Product # 111: Gray Felt Letter Board 10x10 Inches. Changeable Letter Boards Include 300 White Plastic Letters and Oak Frame,5,6,Chrome,78.0.3904.97,Macintosh,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,0,4,4,3,5,3,5,6,1,1,5,1,2,2, ,41,4,1,0,0,0,0,0,0, , ,1, , , , , , , ,2,3,5,4, , ,3,26,11/18/19 14:37,3,5,21,1,6,3,4,1,0,29,13,25,25,44,136,20,43,41,45,36,185,321,3.5,5.5,0,0,0, ,2,2, , ,6,4.5,4.5,83.248,0,21,0,0,2,0,1
1,410,11/20/19 10:08,"""Product # 138: Open Road Brands Die Cut Embossed Tin Sign, Eat Here Arrow""",7,7,Chrome,77.0.3865.120,Macintosh,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,7,7,6,7,5,5,3,2,2,3,4,4,2, ,19,3,0,0,0,0,1,0,0, ,1, , , , , , , , ,6,8,4,3, , ,4,62,11/18/19 14:32,4,3,30,3,15,5,5,1,0,24,22,45,68,80,239,24,72,67,83,36,282,521,5,7,0,0,0, ,2,2, , ,15,3.5,3.5,134.471,0,30,0,0,2,0,1
1,2704,11/20/19 16:11,Product # 70: Nostalgia Retro Pop-Up 2 Hot Dog & Bun Toaster,5,7,Chrome,78.0.3904.108,Windows NT 6.1,1600x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,4,4,5,6,3,5,6,4,2,4,4,4,2, ,28,1,0,0,1,0,0,0,0, , , ,1, , , , , , ,6,6,5,3, , ,2,76,11/18/19 14:30,2,5,24,2,16,4,4,1,0,13,26,32,36,40,147,39,35,50,22,30,176,323,4,6,0,0,0, ,1,3, , ,16,4,4,1322.938,0,24,0,0,2,0,1
1,510,11/19/19 14:17,"""Product # 80: DELICORE Cactus Neon Signs, LED Remote Control Neon Light with Holder Base for Party Supplies""",6,6,Safari iPhone,13.0.3,iPhone,375x812, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,5,5,5,5,2,5,3,4,4,1,4,4,2, ,32,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,6,4,2, , ,2,25,11/18/19 14:29,3,6,26,5,21,4,4,1,0,14,32,44,30,22,142,19,22,33,24,24,122,264,4,6,0,0,0, ,2,2, , ,21,3,3,152.702,0,26,0,0,2,0,1
1,1223,11/20/19 10:15,Product # 110: ZowBinBin Cat Ear Stud Earrings Freshwater Cultured Shell Pearl Stud Earrings Sterling Silver Cat Ear Studs Earrings,6,5,Firefox,70,Macintosh,1600x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,0,4,4,4,5,5,6,5,3,3,4,4,2,2, ,31,4,0,0,0,0,1,0,0, , , , , ,1, , , , ,1,7,4,2, , ,3,206,11/18/19 14:48,4,3,20,2,14,4,3,1,0,13,54,50,62,84,263,66,160,58,54,49,387,650,3.5,5.5,0,0,0, ,2,2, , ,14,3,3,329.269,0,20,0,0,2,0,1
1,559,11/20/19 15:24,Product # 20: hOmeLabs Sunrise Alarm Clock - Digital LED Clock with 6 Color Switch,5,4,Safari iPhone,13.0.1,iPhone,375x812, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,0,2,2,1,5,6,4,6,4,4,4,4,4,2, ,22,2,0,0,0,0,1,0,0, ,1, , , , ,1, , , ,6,6,3,4, , ,1,34,11/18/19 14:34,2,2,12,2,18,2,3,1,0,9,71,18,13,42,153,20,33,43,29,38,163,316,2.5,4.5,0,0,0, ,3,1, , ,18,3.5,3.5,102.577,0,12,0,0,2,0,1
1,1173,11/19/19 14:33,Product # 5: Beyution Bluetooth Wireless Headphones with Built-in,5,6,Chrome,78.0.3904.97,Windows NT 6.3,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,0,5,5,2,5,6,7,6,4,5,4,4,5,2, ,30,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,6,5,5, , ,1,117,11/18/19 14:52,3,2,19,2,20,3,3,1,0,7,15,10,17,17,66,14,24,16,26,40,120,186,3,5.5,0,0,0, ,2,3, , ,20,5,5,1002.848,0,19,0,0,2.5,0,1
1,597,11/20/19 9:55,Product # 19: Pink Octopus Ceramic 3D Coffee Mug with Tentacle Handle,5,5,Chrome,78.0.3904.97,Macintosh,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,0,4,2,1,6,6,7,7,1,4,4,2,1,2, ,21,1,0,0,0,1,0,0,0, , , , , , ,1, , , ,1,3,5,2, , ,1,28,11/18/19 14:33,2,2,15,2,10,3,2,1,0,15,9,11,16,16,67,23,22,22,29,19,115,182,2.5,5,0,0,0, ,2,3, , ,10,3.5,3.5,177.342,0,15,0,0,2.5,0,1
1,1086,11/21/19 10:18,Product # 193: Spaghetti Monster Colander Strainer by OTOTO,4,4,Chrome,78.0.3904.97,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,0,1,4,1,4,6,6,7,3,4,2,5,5,2, ,24,3,0,0,1,0,0,0,0, ,1, , , , , , , , ,6,5,3,2, , ,5,51,11/18/19 14:33,2,2,12,4,21,1,2,1,0,21,27,19,20,39,126,55,33,29,50,32,199,325,1.5,4,0,0,0, ,3,2, , ,21,2.5,2.5,223.329,0,12,0,0,2.5,0,1
1,1199,11/19/19 14:34,Product # 199: Meidong QQChocolate Bluetooth Speakers Portable Waterproof,7,7,Firefox,70,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,4,5,5,7,3,5,6,2,4,5,4,4,2, ,27,1,0,0,1,0,0,0,0, , , , , , ,1, , , ,6,3,4,2, , ,5,134,11/18/19 14:31,2,5,26,1,15,4,4,1,0,20,48,17,28,15,128,43,32,55,37,97,264,392,4,7,0,0,0, ,3,3, , ,15,3,3,304.345,0,26,0,0,3,0,1
1,496,11/19/19 14:17,Product # 95: Cute Cat Thermos Stainless Steel Mini Cartoon Water Bottle Travel Coffee Mug,5,5,Firefox,70,Macintosh,1680x1050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,0,6,7,7,7,2,3,5,2,2,4,2,2,2, ,32,4,0,0,0,0,1,0,0, , , , , , ,1, , , ,2,6,5,5, , ,3,39,11/18/19 14:23,2,6,33,2,10,2,2,1,0,4,10,10,32,11,67,42,19,47,21,27,156,223,2,5,0,0,0, ,3,3, , ,10,5,5,90.101,0,33,0,0,3,0,1
1,1421,11/19/19 14:33,"""Product # 10: The Ultimate Game of Thrones and Philosophy: You Think or Die, Paperback Book""",6,6,Chrome,78.0.3904.108,Windows NT 10.0,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,0,5,5,6,6,3,3,4,2,2,4,5,4,2, ,35,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6,5,4, , ,1,80,11/18/19 14:45,4,5,27,2,15,7,7,1,0,16,12,11,34,13,86,4,17,21,26,11,79,165,7,6,0,0,0, ,-1,-1, , ,15,4.5,4.5,360.55,0,27,0,0,-1,0,1
1,1092,11/20/19 14:10,"""Product # 33: Cervical Spine Alignment Chiropractic Traction Device, Neck and Head Pain Relief""",4,5,Firefox,70,Ubuntu,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,4,4,2,5,4,3,6,5,4,2,5,4,2, ,71,2,1,0,0,0,0,0,0, , , , , , , , ,1, ,2,6,4,1, , ,1,89,11/18/19 14:45,3,4,19,4,22,5,5,1,0,55,51,39,33,28,206,64,60,41,43,62,270,476,5,4.5,0,0,0, ,-1,0, , ,22,2.5,2.5,541.404,0,19,0,0,-.5,0,1
1,419,11/20/19 10:21,Product # 9: Pavilion Gift Company - Spoiled Dog Door Stopper,4,6,Chrome,77.0.3865.73,Android 9,360x740, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,0,7,7,5,7,1,1,4,1,1,5,1,1,2, ,45,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,5,3,1, , ,1,30,11/18/19 14:46,3,7,33,1,5,4,7,1,0,8,12,32,12,9,73,13,38,21,27,12,111,184,5.5,5,0,0,0, ,0,-1, , ,5,2,2,89.937,0,33,0,0,-.5,0,1
1,383,11/21/19 8:58,Product # 5: Beyution Bluetooth Wireless Headphones with Built-in,4,2,Chrome,78.0.3904.70,Macintosh,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,0,7,5,5,4,4,6,6,2,4,3,4,4,2, ,23,1,0,0,1,0,0,0,0, , , , , , ,1, , , ,6,5,1,5, , ,1,38,11/18/19 14:23,3,4,25,3,17,4,3,1,0,13,9,28,21,12,83,9,25,24,21,13,92,175,3.5,3,0,0,0, ,0,-1, , ,17,3,3,64.385,0,25,0,0,-.5,0,1
1,302,11/19/19 12:12,Product # 7: WoneNice Camping Hammock - Portable Lightweight Double Nylon Hammock,2,2,Chrome,78.0.3904.97,Windows NT 10.0,1536x864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,0,3,2,1,4,5,4,7,4,4,1,5,4,2, ,45,1,1,0,0,0,0,0,0, , ,1, , , , , , , ,3,5,5,5, , ,1,41,11/18/19 14:34,2,3,13,5,22,2,3,1,0,18,18,25,16,29,106,10,29,18,28,17,102,208,2.5,2,0,0,0, ,0,-1, , ,22,5,5,89.793,0,13,0,0,-.5,0,1
1,681,11/20/19 14:29,Product # 142: DIY PBN-paint by numbers Abstract tree,4,4,Chrome,78.0.3904.97,Macintosh,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,4,4,3,4,5,3,6,5,1,5,1,1,2, ,30,1,1,1,1,1,0,0,0, , , , , , ,1, , , ,6,6,3,2, , ,4,34,11/18/19 14:24,2,3,18,1,9,4,4,1,0,18,25,31,53,37,164,33,23,29,44,34,163,327,4,4,0,0,0, ,0,0, , ,9,2.5,2.5,239.55,0,18,0,0,0,0,1
1,661,11/20/19 14:29,Product # 7: WoneNice Camping Hammock - Portable Lightweight Double Nylon Hammock,4,3,Chrome,78.0.3904.97,Windows NT 10.0,1280x720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,0,5,5,6,6,3,7,5,4,4,2,3,2,2, ,44,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,4,6,2,4, , ,1,49,11/18/19 14:21,3,5,27,4,17,4,3,1,0,51,24,19,28,13,135,23,20,30,21,46,140,275,3.5,3.5,0,0,0, ,0,0, , ,17,3,3,204.159,0,27,0,0,0,0,1
